Support Library class,Android X class,Similarity,Support,AndroidX,Percentage
android.support.test.runner.permission.PermissionRequester,androidx.test.runner.permission.PermissionRequester,0.9839,0,0,0
android.support.test.runner.permission.RequestPermissionCallable,androidx.test.runner.permission.RequestPermissionCallable,0.9747,0,0,0
android.support.test.runner.permission.ShellCommand,androidx.test.runner.permission.ShellCommand,0.9915,0,0,0
android.support.test.runner.permission.UiAutomationShellCommand,androidx.test.runner.permission.UiAutomationShellCommand,0.9527,0,0,0
android.support.test.runner.screenshot.BasicScreenCaptureProcessor,androidx.test.runner.screenshot.BasicScreenCaptureProcessor,0.9737,0,0,0
android.support.test.runner.screenshot.ScreenCapture,androidx.test.runner.screenshot.ScreenCapture,0.9779,0,0,0
android.support.test.runner.screenshot.ScreenCaptureProcessor,androidx.test.runner.screenshot.ScreenCaptureProcessor,0.7559,0,0,0
android.support.test.runner.screenshot.Screenshot,androidx.test.runner.screenshot.Screenshot,0.9878,0,0,0
android.support.test.runner.screenshot.TakeScreenshotCallable,androidx.test.runner.screenshot.TakeScreenshotCallable,0.9658,0,0,0
android.support.test.runner.screenshot.UiAutomationWrapper,androidx.test.runner.screenshot.UiAutomationWrapper,1,0,0,0
android.support.test.runner.UsageTrackerFacilitator,androidx.test.runner.UsageTrackerFacilitator,0.9527,0,0,0
android.support.test.uiautomator.AccessibilityNodeInfoDumper,androidx.test.uiautomator.AccessibilityNodeInfoDumper,1,0,0,0
android.support.test.uiautomator.AccessibilityNodeInfoHelper,androidx.test.uiautomator.AccessibilityNodeInfoHelper,1,0,0,0
android.support.test.uiautomator.By,androidx.test.uiautomator.By,1,0,0,0
android.support.test.uiautomator.ByMatcher,androidx.test.uiautomator.ByMatcher,1,0,0,0
android.support.test.uiautomator.BySelector,androidx.test.uiautomator.BySelector,1,0,0,0
android.support.test.uiautomator.Condition,androidx.test.uiautomator.Condition,1,0,0,0
android.support.test.uiautomator.Configurator,androidx.test.uiautomator.Configurator,1,0,0,0
android.support.test.uiautomator.Direction,androidx.test.uiautomator.Direction,0.9998,0,0,0
android.support.test.uiautomator.EventCondition,androidx.test.uiautomator.EventCondition,1,0,0,0
android.support.test.uiautomator.GestureController,androidx.test.uiautomator.GestureController,1,0,0,0
android.support.test.uiautomator.Gestures,androidx.test.uiautomator.Gestures,1,0,0,0
android.support.test.uiautomator.IAutomationSupport,androidx.test.uiautomator.IAutomationSupport,1,0,0,0
android.support.test.uiautomator.InstrumentationAutomationSupport,androidx.test.uiautomator.InstrumentationAutomationSupport,1,0,0,0
android.support.test.uiautomator.InteractionController,androidx.test.uiautomator.InteractionController,1,0,0,0
android.support.test.uiautomator.PointerGesture,androidx.test.uiautomator.PointerGesture,1,0,0,0
android.support.test.uiautomator.QueryController,androidx.test.uiautomator.QueryController,1,0,0,0
android.support.test.uiautomator.Searchable,androidx.test.uiautomator.Searchable,1,0,0,0
android.support.test.uiautomator.SearchCondition,androidx.test.uiautomator.SearchCondition,1,0,0,0
android.support.test.uiautomator.StaleObjectException,androidx.test.uiautomator.StaleObjectException,1,0,0,0
android.support.test.uiautomator.Tracer,androidx.test.uiautomator.Tracer,1,0,0,0
android.support.test.uiautomator.UiAutomatorInstrumentationTestRunner,androidx.test.uiautomator.UiAutomatorInstrumentationTestRunner,0.9993,0,0,0
android.support.test.uiautomator.UiAutomatorTestCase,androidx.test.uiautomator.UiAutomatorTestCase,1,0,0,0
android.support.test.uiautomator.UiCollection,androidx.test.uiautomator.UiCollection,1,0,0,0
android.support.test.uiautomator.UiDevice,androidx.test.uiautomator.UiDevice,1,0,1,0.0%
android.support.test.uiautomator.UiObject,androidx.test.uiautomator.UiObject,1,0,0,0
android.support.test.uiautomator.UiObject2,androidx.test.uiautomator.UiObject2,1,0,0,0
android.support.test.uiautomator.UiObject2Condition,androidx.test.uiautomator.UiObject2Condition,1,0,0,0
android.support.test.uiautomator.UiObjectNotFoundException,androidx.test.uiautomator.UiObjectNotFoundException,1,0,0,0
android.support.test.uiautomator.UiScrollable,androidx.test.uiautomator.UiScrollable,1,0,0,0
android.support.test.uiautomator.UiSelector,androidx.test.uiautomator.UiSelector,1,0,0,0
android.support.test.uiautomator.UiWatcher,androidx.test.uiautomator.UiWatcher,1,0,0,0
android.support.test.uiautomator.Until,androidx.test.uiautomator.Until,1,0,0,0
android.support.test.uiautomator.WaitMixin,androidx.test.uiautomator.WaitMixin,1,0,0,0
android.support.text.emoji.bundled.BundledEmojiCompatConfig,androidx.emoji.bundled.BundledEmojiCompatConfig,1,0,27,0.0%
android.support.text.emoji.EmojiCompat,androidx.emoji.text.EmojiCompat,1,0,89,0.0%
android.support.text.emoji.EmojiMetadata,androidx.emoji.text.EmojiMetadata,1,0,1,0.0%
android.support.text.emoji.EmojiProcessor,androidx.emoji.text.EmojiProcessor,0.9997,0,0,0
android.support.text.emoji.EmojiSpan,androidx.emoji.text.EmojiSpan,1,0,1,0.0%
android.support.text.emoji.FontRequestEmojiCompatConfig,androidx.emoji.text.FontRequestEmojiCompatConfig,1,0,59,0.0%
android.support.text.emoji.MetadataListReader,androidx.emoji.text.MetadataListReader,0.9979,0,0,0
android.support.text.emoji.MetadataRepo,androidx.emoji.text.MetadataRepo,1,0,13,0.0%
android.support.text.emoji.R,androidx.emoji.R,-1,0,0,0
android.support.text.emoji.TypefaceEmojiSpan,androidx.emoji.text.TypefaceEmojiSpan,1,0,0,0
android.support.text.emoji.widget.EditTextAttributeHelper,androidx.emoji.widget.EditTextAttributeHelper,1,0,1,0.0%
android.support.text.emoji.widget.EmojiAppCompatButton,androidx.emoji.widget.EmojiAppCompatButton,1,0,2,0.0%
android.support.text.emoji.widget.EmojiAppCompatEditText,androidx.emoji.widget.EmojiAppCompatEditText,1,0,15,0.0%
android.support.text.emoji.widget.EmojiAppCompatTextView,androidx.emoji.widget.EmojiAppCompatTextView,1,0,17,0.0%
android.support.text.emoji.widget.EmojiButton,androidx.emoji.widget.EmojiButton,0.9975,0,3,0.0%
android.support.text.emoji.widget.EmojiEditableFactory,androidx.emoji.widget.EmojiEditableFactory,0.9965,0,1,0.0%
android.support.text.emoji.widget.EmojiEditText,androidx.emoji.widget.EmojiEditText,1,0,2,0.0%
android.support.text.emoji.widget.EmojiEditTextHelper,androidx.emoji.widget.EmojiEditTextHelper,1,0,1,0.0%
android.support.text.emoji.widget.EmojiExtractEditText,androidx.emoji.widget.EmojiExtractEditText,1,0,0,0
android.support.text.emoji.widget.EmojiExtractTextLayout,androidx.emoji.widget.EmojiExtractTextLayout,0.9993,0,1,0.0%
android.support.text.emoji.widget.EmojiInputConnection,androidx.emoji.widget.EmojiInputConnection,1,0,1,0.0%
android.support.text.emoji.widget.EmojiInputFilter,androidx.emoji.widget.EmojiInputFilter,1,0,0,0
android.support.text.emoji.widget.EmojiKeyListener,androidx.emoji.widget.EmojiKeyListener,1,0,1,0.0%
android.support.text.emoji.widget.EmojiTextView,androidx.emoji.widget.EmojiTextView,1,0,27,0.0%
android.support.text.emoji.widget.EmojiTextViewHelper,androidx.emoji.widget.EmojiTextViewHelper,1,0,7,0.0%
android.support.text.emoji.widget.EmojiTextWatcher,androidx.emoji.widget.EmojiTextWatcher,1,0,1,0.0%
android.support.text.emoji.widget.EmojiTransformationMethod,androidx.emoji.widget.EmojiTransformationMethod,1,0,0,0
android.support.text.emoji.widget.ExtractButtonCompat,androidx.emoji.widget.ExtractButtonCompat,0.9983,0,0,0
android.support.text.emoji.widget.SpannableBuilder,androidx.emoji.widget.SpannableBuilder,0.9999,0,0,0
android.support.transition.AnimatorUtils,androidx.transition.AnimatorUtils,1,0,1,0.0%
android.support.transition.ArcMotion,androidx.transition.ArcMotion,1,0,18,0.0%
android.support.transition.ChangeClipBounds,androidx.transition.ChangeClipBounds,1,0,24,0.0%
android.support.transition.ChangeImageTransform,androidx.transition.ChangeImageTransform,0.9977,0,85,0.0%
android.support.transition.ChangeScroll,androidx.transition.ChangeScroll,1,0,17,0.0%
android.support.transition.CircularPropagation,androidx.transition.CircularPropagation,1,0,0,0
android.support.transition.Explode,androidx.transition.Explode,0.9997,0,20,0.0%
android.support.transition.Fade,androidx.transition.Fade,1,0,3024,0.0%
android.support.transition.FloatArrayEvaluator,androidx.transition.FloatArrayEvaluator,1,0,0,0
android.support.transition.GhostViewApi14,androidx.transition.GhostViewApi14,-1,0,0,0
android.support.transition.GhostViewApi21,androidx.transition.GhostViewApi21,-1,0,0,0
android.support.transition.GhostViewImpl,androidx.transition.GhostViewImpl,-1,0,0,0
android.support.transition.GhostViewUtils,androidx.transition.GhostViewUtils,0.8996,0,0,0
android.support.transition.ImageViewUtils,androidx.transition.ImageViewUtils,0.7999,0,0,0
android.support.transition.MatrixUtils,androidx.transition.MatrixUtils,1,0,0,0
android.support.transition.ObjectAnimatorUtils,androidx.transition.ObjectAnimatorUtils,1,0,0,0
android.support.transition.PathProperty,androidx.transition.PathProperty,1,0,0,0
android.support.transition.PatternPathMotion,androidx.transition.PatternPathMotion,1,0,2751,0.0%
android.support.transition.PropertyValuesHolderUtils,androidx.transition.PropertyValuesHolderUtils,1,0,0,0
android.support.transition.R,androidx.transition.R,-1,0,1,0.0%
android.support.transition.RectEvaluator,androidx.transition.RectEvaluator,1,0,1,0.0%
android.support.transition.Scene,androidx.transition.Scene,0.9895,0,227,0.0%
android.support.transition.SidePropagation,androidx.transition.SidePropagation,0.9998,0,756,0.0%
android.support.transition.Slide,androidx.transition.Slide,0.9998,0,1118,0.0%
android.support.transition.Styleable,androidx.transition.Styleable,1,0,1,0.0%
android.support.transition.TransitionInflater,androidx.transition.TransitionInflater,0.9999,0,99,0.0%
android.support.transition.TransitionListenerAdapter,androidx.transition.TransitionListenerAdapter,1,0,1095,0.0%
android.support.transition.TransitionPropagation,androidx.transition.TransitionPropagation,1,0,13,0.0%
android.support.transition.TransitionUtils,androidx.transition.TransitionUtils,1,0,0,0
android.support.transition.TransitionValuesMaps,androidx.transition.TransitionValuesMaps,1,0,4,0.0%
android.support.transition.TranslationAnimationCreator,androidx.transition.TranslationAnimationCreator,0.9826,0,0,0
android.support.transition.ViewGroupOverlayApi14,androidx.transition.ViewGroupOverlayApi14,0.9976,0,0,0
android.support.transition.ViewGroupOverlayApi18,androidx.transition.ViewGroupOverlayApi18,0.9963,0,11,0.0%
android.support.transition.ViewGroupOverlayImpl,androidx.transition.ViewGroupOverlayImpl,1,0,2,0.0%
android.support.transition.ViewGroupUtils,androidx.transition.ViewGroupUtils,0.8086,0,0,0
android.support.transition.ViewGroupUtilsApi14,androidx.transition.ViewGroupUtilsApi14,1,0,8,0.0%
android.support.transition.ViewGroupUtilsApi18,androidx.transition.ViewGroupUtilsApi18,-1,0,0,0
android.support.transition.ViewOverlayApi14,androidx.transition.ViewOverlayApi14,0.9966,0,6,0.0%
android.support.transition.ViewOverlayApi18,androidx.transition.ViewOverlayApi18,0.991,0,20,0.0%
android.support.transition.ViewOverlayImpl,androidx.transition.ViewOverlayImpl,0.9733,0,1,0.0%
android.support.transition.ViewUtils,androidx.transition.ViewUtils,0.9848,0,0,0
android.support.transition.ViewUtilsApi19,androidx.transition.ViewUtilsApi19,0.7662,0,0,0
android.support.transition.ViewUtilsApi21,androidx.transition.ViewUtilsApi21,0.7408,0,0,0
android.support.transition.ViewUtilsApi22,androidx.transition.ViewUtilsApi22,0.7002,0,0,0
android.support.transition.ViewUtilsBase,androidx.transition.ViewUtilsBase,0.9607,0,13,0.0%
android.support.transition.Visibility,androidx.transition.Visibility,0.9956,0,4227,0.0%
android.support.transition.VisibilityPropagation,androidx.transition.VisibilityPropagation,0.9999,0,745,0.0%
android.support.transition.WindowIdApi14,androidx.transition.WindowIdApi14,1,0,0,0
android.support.transition.WindowIdApi18,androidx.transition.WindowIdApi18,1,0,0,0
android.support.transition.WindowIdImpl,androidx.transition.WindowIdImpl,1,0,0,0
android.support.v13.app.ActivityCompat,androidx.legacy.app.ActivityCompat,1,0,1,0.0%
android.support.v13.app.FragmentTabHost,androidx.legacy.app.FragmentTabHost,1,0,2,0.0%
android.support.v13.view.DragAndDropPermissionsCompat,androidx.core.view.DragAndDropPermissionsCompat,0.8675,0,0,0
android.support.v13.view.DragStartHelper,androidx.core.view.DragStartHelper,0.9608,0,68,0.0%
android.support.v13.view.ViewCompat,androidx.legacy.view.ViewCompat,1,0,0,0
android.support.v14.preference.EditTextPreferenceDialogFragment,androidx.preference.EditTextPreferenceDialogFragment,1,0,1,0.0%
android.support.v14.preference.ListPreferenceDialogFragment,androidx.preference.ListPreferenceDialogFragment,1,0,0,0
android.support.v14.preference.MultiSelectListPreference,androidx.preference.MultiSelectListPreference,0.9987,0,343,0.0%
android.support.v14.preference.MultiSelectListPreferenceDialogFragment,androidx.preference.MultiSelectListPreferenceDialogFragment,0.9727,0,0,0
android.support.v14.preference.PreferenceDialogFragment,androidx.preference.PreferenceDialogFragment,0.9996,0,1,0.0%
android.support.v14.preference.PreferenceFragment,androidx.preference.PreferenceFragment,1,0,8,0.0%
android.support.v17.internal.widget.OutlineOnlyWithChildrenFrameLayout,androidx.leanback.preference.internal.OutlineOnlyWithChildrenFrameLayout,1,0,0,0
android.support.v17.leanback.animation.LogAccelerateInterpolator,androidx.leanback.animation.LogAccelerateInterpolator,1,0,0,0
android.support.v17.leanback.animation.LogDecelerateInterpolator,androidx.leanback.animation.LogDecelerateInterpolator,1,0,0,0
android.support.v17.leanback.app.BackgroundFragment,androidx.leanback.app.BackgroundFragment,1,0,0,0
android.support.v17.leanback.app.BackgroundManager,androidx.leanback.app.BackgroundManager,1,0,10,0.0%
android.support.v17.leanback.app.BaseFragment,androidx.leanback.app.BaseFragment,1,0,4,0.0%
android.support.v17.leanback.app.BaseRowFragment,androidx.leanback.app.BaseRowFragment,1,0,0,0
android.support.v17.leanback.app.BaseRowSupportFragment,androidx.leanback.app.BaseRowSupportFragment,1,0,13,0.0%
android.support.v17.leanback.app.BaseSupportFragment,androidx.leanback.app.BaseSupportFragment,1,0,21,0.0%
android.support.v17.leanback.app.BrandedFragment,androidx.leanback.app.BrandedFragment,1,0,4,0.0%
android.support.v17.leanback.app.BrandedSupportFragment,androidx.leanback.app.BrandedSupportFragment,1,0,21,0.0%
android.support.v17.leanback.app.BrowseFragment,androidx.leanback.app.BrowseFragment,1,0,4,0.0%
android.support.v17.leanback.app.BrowseSupportFragment,androidx.leanback.app.BrowseSupportFragment,1,0,21,0.0%
android.support.v17.leanback.app.DetailsBackgroundVideoHelper,androidx.leanback.app.DetailsBackgroundVideoHelper,1,0,1,0.0%
android.support.v17.leanback.app.DetailsFragment,androidx.leanback.app.DetailsFragment,1,0,1,0.0%
android.support.v17.leanback.app.DetailsFragmentBackgroundController,androidx.leanback.app.DetailsFragmentBackgroundController,1,0,1,0.0%
android.support.v17.leanback.app.DetailsSupportFragment,androidx.leanback.app.DetailsSupportFragment,1,0,13,0.0%
android.support.v17.leanback.app.DetailsSupportFragmentBackgroundController,androidx.leanback.app.DetailsSupportFragmentBackgroundController,1,0,2,0.0%
android.support.v17.leanback.app.ErrorFragment,androidx.leanback.app.ErrorFragment,1,0,0,0
android.support.v17.leanback.app.ErrorSupportFragment,androidx.leanback.app.ErrorSupportFragment,1,0,1,0.0%
android.support.v17.leanback.app.FragmentUtil,androidx.leanback.app.FragmentUtil,1,0,0,0
android.support.v17.leanback.app.GuidedStepFragment,androidx.leanback.app.GuidedStepFragment,1,0,2,0.0%
android.support.v17.leanback.app.GuidedStepRootLayout,androidx.leanback.app.GuidedStepRootLayout,1,0,0,0
android.support.v17.leanback.app.GuidedStepSupportFragment,androidx.leanback.app.GuidedStepSupportFragment,1,0,12,0.0%
android.support.v17.leanback.app.HeadersFragment,androidx.leanback.app.HeadersFragment,0.9995,0,2,0.0%
android.support.v17.leanback.app.HeadersSupportFragment,androidx.leanback.app.HeadersSupportFragment,0.9995,0,13,0.0%
android.support.v17.leanback.app.ListRowDataAdapter,androidx.leanback.app.ListRowDataAdapter,1,0,0,0
android.support.v17.leanback.app.OnboardingFragment,androidx.leanback.app.OnboardingFragment,1,0,0,0
android.support.v17.leanback.app.OnboardingSupportFragment,androidx.leanback.app.OnboardingSupportFragment,1,0,2,0.0%
android.support.v17.leanback.app.PermissionHelper,androidx.leanback.app.PermissionHelper,1,0,0,0
android.support.v17.leanback.app.PlaybackFragment,androidx.leanback.app.PlaybackFragment,1,0,1,0.0%
android.support.v17.leanback.app.PlaybackFragmentGlueHost,androidx.leanback.app.PlaybackFragmentGlueHost,1,0,0,0
android.support.v17.leanback.app.PlaybackSupportFragment,androidx.leanback.app.PlaybackSupportFragment,1,0,15,0.0%
android.support.v17.leanback.app.PlaybackSupportFragmentGlueHost,androidx.leanback.app.PlaybackSupportFragmentGlueHost,1,0,9,0.0%
android.support.v17.leanback.app.ProgressBarManager,androidx.leanback.app.ProgressBarManager,1,0,8,0.0%
android.support.v17.leanback.app.RowsFragment,androidx.leanback.app.RowsFragment,1,0,1,0.0%
android.support.v17.leanback.app.RowsSupportFragment,androidx.leanback.app.RowsSupportFragment,1,0,19,0.0%
android.support.v17.leanback.app.SearchFragment,androidx.leanback.app.SearchFragment,1,0,0,0
android.support.v17.leanback.app.SearchSupportFragment,androidx.leanback.app.SearchSupportFragment,1,0,10,0.0%
android.support.v17.leanback.app.VerticalGridFragment,androidx.leanback.app.VerticalGridFragment,1,0,1,0.0%
android.support.v17.leanback.app.VerticalGridSupportFragment,androidx.leanback.app.VerticalGridSupportFragment,1,0,14,0.0%
android.support.v17.leanback.app.VideoFragment,androidx.leanback.app.VideoFragment,1,0,0,0
android.support.v17.leanback.app.VideoFragmentGlueHost,androidx.leanback.app.VideoFragmentGlueHost,1,0,0,0
android.support.v17.leanback.app.VideoSupportFragment,androidx.leanback.app.VideoSupportFragment,1,0,2,0.0%
android.support.v17.leanback.app.VideoSupportFragmentGlueHost,androidx.leanback.app.VideoSupportFragmentGlueHost,1,0,3,0.0%
android.support.v17.leanback.database.CursorMapper,androidx.leanback.database.CursorMapper,1,0,0,0
android.support.v17.leanback.graphics.BoundsRule,androidx.leanback.graphics.BoundsRule,1,0,0,0
android.support.v17.leanback.graphics.ColorFilterCache,androidx.leanback.graphics.ColorFilterCache,1,0,0,0
android.support.v17.leanback.graphics.ColorFilterDimmer,androidx.leanback.graphics.ColorFilterDimmer,1,0,0,0
android.support.v17.leanback.graphics.ColorOverlayDimmer,androidx.leanback.graphics.ColorOverlayDimmer,1,0,3,0.0%
android.support.v17.leanback.graphics.CompositeDrawable,androidx.leanback.graphics.CompositeDrawable,1,0,1,0.0%
android.support.v17.leanback.graphics.FitWidthBitmapDrawable,androidx.leanback.graphics.FitWidthBitmapDrawable,1,0,2,0.0%
android.support.v17.leanback.media.MediaControllerAdapter,androidx.leanback.media.MediaControllerAdapter,1,0,1,0.0%
android.support.v17.leanback.media.MediaControllerGlue,androidx.leanback.media.MediaControllerGlue,1,0,0,0
android.support.v17.leanback.media.MediaPlayerAdapter,androidx.leanback.media.MediaPlayerAdapter,1,0,0,0
android.support.v17.leanback.media.MediaPlayerGlue,androidx.leanback.media.MediaPlayerGlue,1,0,0,0
android.support.v17.leanback.media.PlaybackBannerControlGlue,androidx.leanback.media.PlaybackBannerControlGlue,1,0,0,0
android.support.v17.leanback.media.PlaybackBaseControlGlue,androidx.leanback.media.PlaybackBaseControlGlue,1,0,11,0.0%
android.support.v17.leanback.media.PlaybackControlGlue,androidx.leanback.media.PlaybackControlGlue,1,0,0,0
android.support.v17.leanback.media.PlaybackGlue,androidx.leanback.media.PlaybackGlue,1,0,12,0.0%
android.support.v17.leanback.media.PlaybackGlueHost,androidx.leanback.media.PlaybackGlueHost,1,0,8,0.0%
android.support.v17.leanback.media.PlaybackTransportControlGlue,androidx.leanback.media.PlaybackTransportControlGlue,1,0,11,0.0%
android.support.v17.leanback.media.PlayerAdapter,androidx.leanback.media.PlayerAdapter,1,0,13,0.0%
android.support.v17.leanback.media.SurfaceHolderGlueHost,androidx.leanback.media.SurfaceHolderGlueHost,1,0,5,0.0%
android.support.v17.leanback.R,androidx.leanback.R,-1,0,0,0
android.support.v17.leanback.system.Settings,androidx.leanback.system.Settings,1,0,0,0
android.support.v17.leanback.transition.CustomChangeBounds,androidx.leanback.transition.CustomChangeBounds,1,0,0,0
android.support.v17.leanback.transition.FadeAndShortSlide,androidx.leanback.transition.FadeAndShortSlide,1,0,7,0.0%
android.support.v17.leanback.transition.LeanbackTransitionHelper,androidx.leanback.transition.LeanbackTransitionHelper,1,0,0,0
android.support.v17.leanback.transition.ParallaxTransition,androidx.leanback.transition.ParallaxTransition,1,0,0,0
android.support.v17.leanback.transition.Scale,androidx.leanback.transition.Scale,1,0,0,0
android.support.v17.leanback.transition.SlideKitkat,androidx.leanback.transition.SlideKitkat,1,0,0,0
android.support.v17.leanback.transition.SlideNoPropagation,androidx.leanback.transition.SlideNoPropagation,1,0,0,0
android.support.v17.leanback.transition.TransitionEpicenterCallback,androidx.leanback.transition.TransitionEpicenterCallback,1,0,0,0
android.support.v17.leanback.transition.TransitionHelper,androidx.leanback.transition.TransitionHelper,1,0,1,0.0%
android.support.v17.leanback.transition.TransitionListener,androidx.leanback.transition.TransitionListener,1,0,1,0.0%
android.support.v17.leanback.transition.TranslationAnimationCreator,androidx.leanback.transition.TranslationAnimationCreator,1,0,0,0
android.support.v17.leanback.util.MathUtil,androidx.leanback.util.MathUtil,1,0,1,0.0%
android.support.v17.leanback.util.StateMachine,androidx.leanback.util.StateMachine,1,0,2,0.0%
android.support.v17.leanback.widget.AbstractDetailsDescriptionPresenter,androidx.leanback.widget.AbstractDetailsDescriptionPresenter,1,0,14,0.0%
android.support.v17.leanback.widget.AbstractMediaItemPresenter,androidx.leanback.widget.AbstractMediaItemPresenter,1,0,1,0.0%
android.support.v17.leanback.widget.AbstractMediaListHeaderPresenter,androidx.leanback.widget.AbstractMediaListHeaderPresenter,1,0,0,0
android.support.v17.leanback.widget.Action,androidx.leanback.widget.Action,1,0,18,0.0%
android.support.v17.leanback.widget.ActionPresenterSelector,androidx.leanback.widget.ActionPresenterSelector,1,0,0,0
android.support.v17.leanback.widget.ArrayObjectAdapter,androidx.leanback.widget.ArrayObjectAdapter,1,0,26,0.0%
android.support.v17.leanback.widget.BackgroundHelper,androidx.leanback.widget.BackgroundHelper,1,0,0,0
android.support.v17.leanback.widget.BaseCardView,androidx.leanback.widget.BaseCardView,1,0,20,0.0%
android.support.v17.leanback.widget.BaseGridView,androidx.leanback.widget.BaseGridView,0.998,0,19,0.0%
android.support.v17.leanback.widget.BaseOnItemViewClickedListener,androidx.leanback.widget.BaseOnItemViewClickedListener,1,0,2,0.0%
android.support.v17.leanback.widget.BaseOnItemViewSelectedListener,androidx.leanback.widget.BaseOnItemViewSelectedListener,1,0,3,0.0%
android.support.v17.leanback.widget.BrowseFrameLayout,androidx.leanback.widget.BrowseFrameLayout,1,0,15,0.0%
android.support.v17.leanback.widget.BrowseRowsFrameLayout,androidx.leanback.widget.BrowseRowsFrameLayout,1,0,0,0
android.support.v17.leanback.widget.CheckableImageView,androidx.leanback.widget.CheckableImageView,1,0,0,0
android.support.v17.leanback.widget.ClassPresenterSelector,androidx.leanback.widget.ClassPresenterSelector,1,0,14,0.0%
android.support.v17.leanback.widget.ControlBar,androidx.leanback.widget.ControlBar,1,0,1,0.0%
android.support.v17.leanback.widget.ControlBarPresenter,androidx.leanback.widget.ControlBarPresenter,1,0,0,0
android.support.v17.leanback.widget.ControlButtonPresenterSelector,androidx.leanback.widget.ControlButtonPresenterSelector,1,0,2,0.0%
android.support.v17.leanback.widget.CursorObjectAdapter,androidx.leanback.widget.CursorObjectAdapter,1,0,0,0
android.support.v17.leanback.widget.DetailsOverviewLogoPresenter,androidx.leanback.widget.DetailsOverviewLogoPresenter,1,0,7,0.0%
android.support.v17.leanback.widget.DetailsOverviewRow,androidx.leanback.widget.DetailsOverviewRow,1,0,12,0.0%
android.support.v17.leanback.widget.DetailsOverviewRowPresenter,androidx.leanback.widget.DetailsOverviewRowPresenter,1,0,1,0.0%
android.support.v17.leanback.widget.DetailsOverviewSharedElementHelper,androidx.leanback.widget.DetailsOverviewSharedElementHelper,1,0,0,0
android.support.v17.leanback.widget.DetailsParallax,androidx.leanback.widget.DetailsParallax,1,0,1,0.0%
android.support.v17.leanback.widget.DetailsParallaxDrawable,androidx.leanback.widget.DetailsParallaxDrawable,1,0,1,0.0%
android.support.v17.leanback.widget.DiffCallback,androidx.leanback.widget.DiffCallback,1,0,13,0.0%
android.support.v17.leanback.widget.DividerPresenter,androidx.leanback.widget.DividerPresenter,1,0,0,0
android.support.v17.leanback.widget.DividerRow,androidx.leanback.widget.DividerRow,1,0,6,0.0%
android.support.v17.leanback.widget.FacetProvider,androidx.leanback.widget.FacetProvider,1,0,0,0
android.support.v17.leanback.widget.FacetProviderAdapter,androidx.leanback.widget.FacetProviderAdapter,1,0,0,0
android.support.v17.leanback.widget.FocusHighlight,androidx.leanback.widget.FocusHighlight,1,0,0,0
android.support.v17.leanback.widget.FocusHighlightHandler,androidx.leanback.widget.FocusHighlightHandler,1,0,0,0
android.support.v17.leanback.widget.FocusHighlightHelper,androidx.leanback.widget.FocusHighlightHelper,1,0,2,0.0%
android.support.v17.leanback.widget.ForegroundHelper,androidx.leanback.widget.ForegroundHelper,1,0,0,0
android.support.v17.leanback.widget.FragmentAnimationProvider,androidx.leanback.widget.FragmentAnimationProvider,1,0,0,0
android.support.v17.leanback.widget.FullWidthDetailsOverviewRowPresenter,androidx.leanback.widget.FullWidthDetailsOverviewRowPresenter,1,0,12,0.0%
android.support.v17.leanback.widget.FullWidthDetailsOverviewSharedElementHelper,androidx.leanback.widget.FullWidthDetailsOverviewSharedElementHelper,1,0,2,0.0%
android.support.v17.leanback.widget.Grid,androidx.leanback.widget.Grid,0.9999,0,0,0
android.support.v17.leanback.widget.GridLayoutManager,androidx.leanback.widget.GridLayoutManager,0.9998,0,9,0.0%
android.support.v17.leanback.widget.GuidanceStylingRelativeLayout,androidx.leanback.widget.GuidanceStylingRelativeLayout,1,0,0,0
android.support.v17.leanback.widget.GuidanceStylist,androidx.leanback.widget.GuidanceStylist,1,0,1,0.0%
android.support.v17.leanback.widget.GuidedAction,androidx.leanback.widget.GuidedAction,1,0,4,0.0%
android.support.v17.leanback.widget.GuidedActionAdapter,androidx.leanback.widget.GuidedActionAdapter,1,0,0,0
android.support.v17.leanback.widget.GuidedActionAdapterGroup,androidx.leanback.widget.GuidedActionAdapterGroup,1,0,0,0
android.support.v17.leanback.widget.GuidedActionAutofillSupport,androidx.leanback.widget.GuidedActionAutofillSupport,1,0,0,0
android.support.v17.leanback.widget.GuidedActionDiffCallback,androidx.leanback.widget.GuidedActionDiffCallback,1,0,0,0
android.support.v17.leanback.widget.GuidedActionEditText,androidx.leanback.widget.GuidedActionEditText,1,0,0,0
android.support.v17.leanback.widget.GuidedActionItemContainer,androidx.leanback.widget.GuidedActionItemContainer,1,0,0,0
android.support.v17.leanback.widget.GuidedActionsRelativeLayout,androidx.leanback.widget.GuidedActionsRelativeLayout,1,0,0,0
android.support.v17.leanback.widget.GuidedActionsStylist,androidx.leanback.widget.GuidedActionsStylist,1,0,2,0.0%
android.support.v17.leanback.widget.GuidedDatePickerAction,androidx.leanback.widget.GuidedDatePickerAction,1,0,0,0
android.support.v17.leanback.widget.HeaderItem,androidx.leanback.widget.HeaderItem,1,0,24,0.0%
android.support.v17.leanback.widget.HorizontalGridView,androidx.leanback.widget.HorizontalGridView,0.9998,0,16,0.0%
android.support.v17.leanback.widget.HorizontalHoverCardSwitcher,androidx.leanback.widget.HorizontalHoverCardSwitcher,1,0,0,0
android.support.v17.leanback.widget.ImageCardView,androidx.leanback.widget.ImageCardView,1,0,10,0.0%
