support,androidx,similarity,manual check
android.support.wearable.complications.rendering.RoundedDrawable,androidx.wear.watchface.complications.rendering.RoundedDrawable,99.99%,1
android.support.test.espresso.remote.internal.deps.guava.collect.ImmutableList,androidx.test.espresso.remote.internal.deps.guava.collect.ImmutableList,99.99%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Lists,androidx.test.espresso.remote.internal.deps.guava.collect.Lists,99.99%,1
android.support.test.espresso.remote.internal.deps.protobuf.BinaryReader,androidx.test.espresso.remote.internal.deps.protobuf.BinaryReader,99.99%,1
android.support.test.espresso.remote.internal.deps.protobuf.AbstractProtobufList,androidx.test.espresso.remote.internal.deps.protobuf.AbstractProtobufList,99.99%,1
android.support.constraint.helper.Layer,androidx.constraintlayout.helper.widget.Layer,99.99%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.AbstractListeningExecutorService,androidx.test.espresso.web.internal.deps.guava.util.concurrent.AbstractListeningExecutorService,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.ForwardingObject,androidx.test.espresso.remote.internal.deps.guava.collect.ForwardingObject,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.Reader,androidx.test.espresso.remote.internal.deps.protobuf.Reader,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Absent,androidx.test.espresso.core.internal.deps.guava.base.Absent,100.00%,1
android.support.test.jank.internal.WindowContentFrameStatsMonitorImpl,androidx.test.jank.internal.WindowContentFrameStatsMonitorImpl,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.math.IntMath,androidx.test.espresso.remote.internal.deps.guava.math.IntMath,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.RawMessageInfo,androidx.test.espresso.remote.internal.deps.protobuf.RawMessageInfo,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.AbstractIndexedListIterator,androidx.test.espresso.remote.internal.deps.guava.collect.AbstractIndexedListIterator,100.00%,1
android.support.test.jank.internal.JankMonitor,androidx.test.jank.internal.JankMonitor,100.00%,1
android.support.test.janktesthelper.v21.BuildConfig,androidx.test.janktesthelper.v21.BuildConfig,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.ListenableFuture,androidx.test.espresso.web.internal.deps.guava.util.concurrent.ListenableFuture,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Supplier,androidx.test.espresso.web.internal.deps.guava.base.Supplier,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.Weigher,androidx.test.espresso.core.internal.deps.guava.cache.Weigher,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.GwtFuturesCatchingSpecialization,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.GwtFuturesCatchingSpecialization,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.TransformedIterator,androidx.test.espresso.core.internal.deps.guava.collect.TransformedIterator,100.00%,1
android.support.constraint.solver.state.helpers.ChainReference,androidx.constraintlayout.solver.state.helpers.ChainReference,100.00%,1
android.support.constraint.solver.widgets.analyzer.GuidelineReference,androidx.constraintlayout.core.widgets.analyzer.GuidelineReference,100.00%,1
android.support.constraint.utils.MockView,androidx.constraintlayout.utils.widget.MockView,100.00%,1
android.support.media2.subtitle.MediaTimeProvider,androidx.media2.widget.MediaTimeProvider,100.00%,1
android.support.test.internal.runner.hidden.ExposedInstrumentationApi,androidx.test.internal.runner.hidden.ExposedInstrumentationApi,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.Ordering,androidx.test.espresso.core.internal.deps.guava.collect.Ordering,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.UnmodifiableIterator,androidx.test.espresso.web.internal.deps.guava.collect.UnmodifiableIterator,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.RangeGwtSerializationDependencies,androidx.test.espresso.core.internal.deps.guava.collect.RangeGwtSerializationDependencies,100.00%,1
android.support.test.BuildConfig,androidx.test.janktesthelper.v21.BuildConfig,100.00%,0
android.support.wearable.complications.rendering.utils.LongTextLayoutHelper,androidx.wear.watchface.complications.rendering.utils.LongTextLayoutHelper,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.FluentIterable,androidx.test.espresso.web.internal.deps.guava.collect.FluentIterable,100.00%,1
android.support.constraint.utils.MotionTelltales,androidx.constraintlayout.utils.widget.MotionTelltales,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.ExtensionSchema,androidx.test.espresso.remote.internal.deps.protobuf.ExtensionSchema,100.00%,1
android.support.constraint.motion.CustomFloatAttributes,androidx.constraintlayout.motion.widget.CustomFloatAttributes,100.00%,1
android.support.constraint.motion.ProxyInterface,androidx.constraintlayout.motion.widget.ProxyInterface,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.AsyncFunction,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.AsyncFunction,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Function,androidx.test.espresso.core.internal.deps.guava.base.Function,100.00%,1
android.support.constraint.solver.widgets.analyzer.Dependency,androidx.constraintlayout.solver.widgets.analyzer.Dependency,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Ticker,androidx.test.espresso.core.internal.deps.guava.base.Ticker,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.ReferenceEntry,androidx.test.espresso.remote.internal.deps.guava.cache.ReferenceEntry,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.Parser,androidx.test.espresso.remote.internal.deps.protobuf.Parser,100.00%,1
android.support.wearable.complications.rendering.utils.LayoutHelper,androidx.wear.watchface.complications.rendering.utils.LayoutHelper,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Predicate,androidx.test.espresso.remote.internal.deps.guava.base.Predicate,100.00%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.GwtFuturesCatchingSpecialization,androidx.test.espresso.core.internal.deps.guava.util.concurrent.GwtFuturesCatchingSpecialization,100.00%,1
android.support.multidex.instrumentation.BuildConfig,androidx.multidex.instrumentation.BuildConfig,100.00%,1
android.support.constraint.solver.widgets.Flow,androidx.constraintlayout.solver.widgets.Flow,100.00%,1
android.support.constraint.solver.widgets.VirtualLayout,androidx.constraintlayout.solver.widgets.VirtualLayout,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Absent,androidx.test.espresso.web.internal.deps.guava.base.Absent,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.SchemaFactory,androidx.test.espresso.remote.internal.deps.protobuf.SchemaFactory,100.00%,1
android.support.design.internal.package-info,androidx.camera.viewfinder.internal.utils.futures.package-info,100.00%,0
android.support.constraint.motion.TransitionAdapter,androidx.constraintlayout.motion.widget.TransitionAdapter,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.TextFormatEscaper,androidx.test.espresso.remote.internal.deps.protobuf.TextFormatEscaper,100.00%,1
android.support.constraint.solver.widgets.analyzer.RunGroup,androidx.constraintlayout.core.widgets.analyzer.RunGroup,100.00%,1
android.support.test.internal.runner.intercepting.DefaultInterceptingActivityFactory,androidx.test.internal.runner.intercepting.DefaultInterceptingActivityFactory,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MessageInfoFactory,androidx.datastore.preferences.protobuf.MessageInfoFactory,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.ListeningExecutorService,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.ListeningExecutorService,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.Weigher,androidx.test.espresso.web.internal.deps.guava.cache.Weigher,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Ascii,androidx.test.espresso.remote.internal.deps.guava.base.Ascii,100.00%,1
android.support.constraint.solver.state.helpers.BarrierReference,androidx.constraintlayout.solver.state.helpers.BarrierReference,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.RemovalListener,androidx.test.espresso.core.internal.deps.guava.cache.RemovalListener,100.00%,1
android.support.constraint.solver.widgets.analyzer.ChainRun,androidx.constraintlayout.solver.widgets.analyzer.ChainRun,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.RangeGwtSerializationDependencies,androidx.test.espresso.web.internal.deps.guava.collect.RangeGwtSerializationDependencies,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.SettableFuture,androidx.test.espresso.web.internal.deps.guava.util.concurrent.SettableFuture,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.Ordering,androidx.test.espresso.web.internal.deps.guava.collect.Ordering,100.00%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.ListenableScheduledFuture,androidx.test.espresso.core.internal.deps.guava.util.concurrent.ListenableScheduledFuture,100.00%,1
android.support.multidex.BuildConfig,androidx.multidex.BuildConfig,100.00%,1
android.support.constraint.solver.widgets.analyzer.BaselineDimensionDependency,androidx.constraintlayout.solver.widgets.analyzer.BaselineDimensionDependency,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.ListenableScheduledFuture,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.ListenableScheduledFuture,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Ticker,androidx.test.espresso.web.internal.deps.guava.base.Ticker,100.00%,1
android.support.constraint.motion.KeyPositionBase,androidx.constraintlayout.motion.widget.KeyPositionBase,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Equivalence,androidx.test.espresso.remote.internal.deps.guava.base.Equivalence,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.LongAddables,androidx.test.espresso.core.internal.deps.guava.cache.LongAddables,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.FutureCallback,androidx.camera.viewfinder.internal.utils.futures.FutureCallback,100.00%,0
android.support.test.espresso.remote.internal.deps.guava.collect.TransformedIterator,androidx.test.espresso.remote.internal.deps.guava.collect.TransformedIterator,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.LazyStringList,androidx.test.espresso.remote.internal.deps.protobuf.LazyStringList,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.ReferenceEntry,androidx.test.espresso.web.internal.deps.guava.cache.ReferenceEntry,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.TransformedListIterator,androidx.test.espresso.remote.internal.deps.guava.collect.TransformedListIterator,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.RemovalListener,androidx.test.espresso.remote.internal.deps.guava.cache.RemovalListener,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MessageLite,androidx.test.espresso.remote.internal.deps.protobuf.MessageLite,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Objects,androidx.test.espresso.web.internal.deps.guava.base.Objects,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.ForwardingObject,androidx.test.espresso.core.internal.deps.guava.collect.ForwardingObject,100.00%,1
android.support.test.espresso.web.internal.deps.aidl.BaseProxy,androidx.test.runner.internal.deps.aidl.BaseProxy,100.00%,1
android.support.wearable.BuildConfig,androidx.test.janktesthelper.v21.BuildConfig,100.00%,0
android.support.media2.subtitle.Cea708CCParser,androidx.media2.subtitle.Cea708CCParser,100.00%,1
android.support.constraint.motion.utils.CurveFit,androidx.constraintlayout.core.motion.utils.CurveFit,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MapFieldSchemas,androidx.test.espresso.remote.internal.deps.protobuf.MapFieldSchemas,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.AsyncFunction,androidx.test.espresso.web.internal.deps.guava.util.concurrent.AsyncFunction,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.Hashing,androidx.test.espresso.remote.internal.deps.guava.collect.Hashing,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.UnknownFieldSetLiteSchema,androidx.glance.appwidget.proto.UnknownFieldSetLiteSchema,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.FluentIterable,androidx.test.espresso.remote.internal.deps.guava.collect.FluentIterable,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.AbstractListeningExecutorService,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.AbstractListeningExecutorService,100.00%,1
android.support.wearable.complications.rendering.utils.ShortTextLayoutHelper,androidx.wear.watchface.complications.rendering.utils.ShortTextLayoutHelper,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.LongAddable,androidx.test.espresso.core.internal.deps.guava.cache.LongAddable,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.RemovalNotification,androidx.test.espresso.web.internal.deps.guava.cache.RemovalNotification,100.00%,1
android.support.constraint.solver.state.helpers.AlignHorizontallyReference,androidx.constraintlayout.solver.state.helpers.AlignHorizontallyReference,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.AbstractIndexedListIterator,androidx.test.espresso.core.internal.deps.guava.collect.AbstractIndexedListIterator,100.00%,1
android.support.wearable.watchface.accessibility.package-info,androidx.camera.viewfinder.internal.utils.futures.package-info,100.00%,0
android.support.wearable.watchface.package-info,androidx.camera.viewfinder.internal.utils.futures.package-info,100.00%,0
android.support.test.espresso.core.internal.deps.guava.base.Ascii,androidx.test.espresso.core.internal.deps.guava.base.Ascii,100.00%,1
android.support.test.espresso.core.internal.deps.aidl.BaseProxy,androidx.test.runner.internal.deps.aidl.BaseProxy,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.AbstractIndexedListIterator,androidx.test.espresso.web.internal.deps.guava.collect.AbstractIndexedListIterator,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Supplier,androidx.test.espresso.core.internal.deps.guava.base.Supplier,100.00%,1
android.support.constraint.solver.widgets.HelperWidget,androidx.constraintlayout.solver.widgets.HelperWidget,100.00%,1
android.support.media.instantvideo.BuildConfig,androidx.test.janktesthelper.v21.BuildConfig,100.00%,0
android.support.test.espresso.remote.internal.deps.guava.collect.Ordering,androidx.test.espresso.remote.internal.deps.guava.collect.Ordering,100.00%,1
android.support.constraint.motion.Animatable,androidx.constraintlayout.motion.widget.Animatable,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.UnmodifiableListIterator,androidx.test.espresso.web.internal.deps.guava.collect.UnmodifiableListIterator,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.CacheStats,androidx.test.espresso.web.internal.deps.guava.cache.CacheStats,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.RemovalNotification,androidx.test.espresso.remote.internal.deps.guava.cache.RemovalNotification,100.00%,1
android.support.wearable.complications.package-info,androidx.camera.viewfinder.internal.utils.futures.package-info,100.00%,0
android.support.test.espresso.core.internal.deps.guava.collect.UnmodifiableListIterator,androidx.test.espresso.core.internal.deps.guava.collect.UnmodifiableListIterator,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.ReferenceEntry,androidx.test.espresso.core.internal.deps.guava.cache.ReferenceEntry,100.00%,1
android.support.wearable.complications.rendering.utils.SmallImageLayoutHelper,androidx.wear.watchface.complications.rendering.utils.SmallImageLayoutHelper,100.00%,1
android.support.test.espresso.web.internal.deps.guava.primitives.Ints,androidx.test.espresso.web.internal.deps.guava.primitives.Ints,100.00%,1
android.support.constraint.motion.TransitionBuilder,androidx.constraintlayout.motion.widget.TransitionBuilder,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Function,androidx.test.espresso.remote.internal.deps.guava.base.Function,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.RangeGwtSerializationDependencies,androidx.test.espresso.remote.internal.deps.guava.collect.RangeGwtSerializationDependencies,100.00%,1
android.support.test.orchestrator.OrchestratorService,androidx.test.orchestrator.OrchestratorService,100.00%,1
android.support.constraint.solver.widgets.analyzer.WidgetRun,androidx.constraintlayout.solver.widgets.analyzer.WidgetRun,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.Cache,androidx.test.espresso.remote.internal.deps.guava.cache.Cache,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.UnknownFieldSchema,androidx.test.espresso.remote.internal.deps.protobuf.UnknownFieldSchema,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.ByteOutput,androidx.test.espresso.remote.internal.deps.protobuf.ByteOutput,100.00%,1
android.support.constraint.motion.MotionInterpolator,androidx.constraintlayout.motion.widget.MotionInterpolator,100.00%,1
android.support.test.internal.runner.tracker.UsageTracker,androidx.test.internal.runner.tracker.UsageTracker,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.ExtraObjectsMethodsForWeb,androidx.test.espresso.web.internal.deps.guava.base.ExtraObjectsMethodsForWeb,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.SettableFuture,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.SettableFuture,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.Hashing,androidx.test.espresso.core.internal.deps.guava.collect.Hashing,100.00%,1
android.support.test.services.speakeasy.client.Connection,androidx.test.services.speakeasy.client.Connection,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.TransformedIterator,androidx.test.espresso.web.internal.deps.guava.collect.TransformedIterator,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.FluentIterable,androidx.test.espresso.core.internal.deps.guava.collect.FluentIterable,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Supplier,androidx.test.espresso.remote.internal.deps.guava.base.Supplier,100.00%,1
android.support.test.jank.internal.MetricsHelper,androidx.test.jank.internal.MetricsHelper,100.00%,1
android.support.wearable.complications.rendering.utils.IconLayoutHelper,androidx.wear.watchface.complications.rendering.utils.IconLayoutHelper,100.00%,1
android.support.wearable.complications.rendering.utils.RangedValueLayoutHelper,androidx.wear.watchface.complications.rendering.utils.RangedValueLayoutHelper,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.PatternCompiler,androidx.test.espresso.core.internal.deps.guava.base.PatternCompiler,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.NewInstanceSchema,androidx.test.espresso.remote.internal.deps.protobuf.NewInstanceSchema,100.00%,1
android.support.constraint.ConstraintsChangedListener,androidx.constraintlayout.widget.ConstraintsChangedListener,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Equivalence,androidx.test.espresso.web.internal.deps.guava.base.Equivalence,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Predicate,androidx.test.espresso.web.internal.deps.guava.base.Predicate,100.00%,1
android.support.test.espresso.core.internal.deps.guava.collect.UnmodifiableIterator,androidx.test.espresso.core.internal.deps.guava.collect.UnmodifiableIterator,100.00%,1
android.support.test.services.shellexecutor.ShellExecSharedConstants,androidx.test.services.shellexecutor.ShellExecSharedConstants,100.00%,1
android.support.test.espresso.core.internal.deps.guava.primitives.Ints,androidx.test.espresso.core.internal.deps.guava.primitives.Ints,100.00%,1
android.support.constraint.solver.PriorityGoalRow,androidx.constraintlayout.solver.PriorityGoalRow,100.00%,1
android.support.test.jank.internal.WindowAnimationFrameStatsMonitorImpl,androidx.test.jank.internal.WindowAnimationFrameStatsMonitorImpl,100.00%,1
android.support.constraint.solver.state.helpers.VerticalChainReference,androidx.constraintlayout.solver.state.helpers.VerticalChainReference,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MutableMessageLite,androidx.test.espresso.remote.internal.deps.protobuf.MutableMessageLite,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.AnyOrBuilder,androidx.test.espresso.remote.internal.deps.protobuf.AnyOrBuilder,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.PrimitiveNonBoxingCollection,androidx.test.espresso.remote.internal.deps.protobuf.PrimitiveNonBoxingCollection,100.00%,1
android.support.wearable.complications.rendering.utils.LayoutUtils,androidx.wear.watchface.complications.rendering.utils.LayoutUtils,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.ExtraObjectsMethodsForWeb,androidx.test.espresso.remote.internal.deps.guava.base.ExtraObjectsMethodsForWeb,100.00%,1
android.support.wearable.complications.rendering.EmojiHelper,androidx.wear.watchface.complications.rendering.EmojiHelper,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Predicate,androidx.test.espresso.core.internal.deps.guava.base.Predicate,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.NewInstanceSchemas,androidx.test.espresso.remote.internal.deps.protobuf.NewInstanceSchemas,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.StructuralMessageInfo,androidx.test.espresso.remote.internal.deps.protobuf.StructuralMessageInfo,100.00%,1
android.support.media2.subtitle.Cea608CCParser,androidx.media2.subtitle.Cea608CCParser,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MapFieldSchema,androidx.test.espresso.remote.internal.deps.protobuf.MapFieldSchema,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Function,androidx.test.espresso.web.internal.deps.guava.base.Function,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.Hashing,androidx.test.espresso.web.internal.deps.guava.collect.Hashing,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.UnmodifiableListIterator,androidx.test.espresso.remote.internal.deps.guava.collect.UnmodifiableListIterator,100.00%,1
android.support.test.jank.internal.FrameStatsMonitorBase,androidx.test.jank.internal.FrameStatsMonitorBase,100.00%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.ListenableFuture,androidx.test.espresso.core.internal.deps.guava.util.concurrent.ListenableFuture,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.LongAddables,androidx.test.espresso.remote.internal.deps.guava.cache.LongAddables,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Equivalence,androidx.test.espresso.core.internal.deps.guava.base.Equivalence,100.00%,1
android.support.test.espresso.remote.internal.deps.aidl.BaseProxy,androidx.test.runner.internal.deps.aidl.BaseProxy,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.CacheStats,androidx.test.espresso.core.internal.deps.guava.cache.CacheStats,100.00%,1
android.support.constraint.solver.state.Dimension,androidx.constraintlayout.solver.state.Dimension,100.00%,1
android.support.wearable.complications.rendering.utils.LargeImageLayoutHelper,androidx.wear.watchface.complications.rendering.utils.LargeImageLayoutHelper,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.Cache,androidx.test.espresso.core.internal.deps.guava.cache.Cache,100.00%,1
android.support.constraint.solver.state.helpers.HorizontalChainReference,androidx.constraintlayout.solver.state.helpers.HorizontalChainReference,100.00%,1
android.support.constraint.solver.widgets.analyzer.DependencyGraph,androidx.constraintlayout.solver.widgets.analyzer.DependencyGraph,100.00%,1
android.support.test.espresso.web.internal.deps.guava.primitives.Booleans,androidx.test.espresso.web.internal.deps.guava.primitives.Booleans,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.LongAddable,androidx.test.espresso.remote.internal.deps.guava.cache.LongAddable,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.Schema,androidx.test.espresso.remote.internal.deps.protobuf.Schema,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.collect.UnmodifiableIterator,androidx.test.espresso.remote.internal.deps.guava.collect.UnmodifiableIterator,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.WireFormat,androidx.test.espresso.remote.internal.deps.protobuf.WireFormat,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.util.concurrent.ListenableFuture,androidx.test.espresso.remote.internal.deps.guava.util.concurrent.ListenableFuture,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MessageLiteOrBuilder,androidx.test.espresso.remote.internal.deps.protobuf.MessageLiteOrBuilder,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.ExtensionLite,androidx.test.espresso.remote.internal.deps.protobuf.ExtensionLite,100.00%,1
android.support.test.internal.runner.junit3.DelegatingFilterableTestSuite,androidx.test.internal.runner.junit3.DelegatingFilterableTestSuite,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.Cache,androidx.test.espresso.web.internal.deps.guava.cache.Cache,100.00%,1
android.support.constraint.solver.widgets.analyzer.DimensionDependency,androidx.constraintlayout.solver.widgets.analyzer.DimensionDependency,100.00%,1
android.support.constraint.solver.state.helpers.AlignVerticallyReference,androidx.constraintlayout.solver.state.helpers.AlignVerticallyReference,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.UninitializedMessageException,androidx.test.espresso.remote.internal.deps.protobuf.UninitializedMessageException,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.CacheStats,androidx.test.espresso.remote.internal.deps.guava.cache.CacheStats,100.00%,1
android.support.constraint.solver.widgets.analyzer.VerticalWidgetRun,androidx.constraintlayout.solver.widgets.analyzer.VerticalWidgetRun,100.00%,1
android.support.test.internal.util.AndroidRunnerBuilderUtil,androidx.test.internal.util.AndroidRunnerBuilderUtil,100.00%,1
android.support.constraint.solver.state.HelperReference,androidx.constraintlayout.solver.state.HelperReference,100.00%,1
android.support.media2.subtitle.SubtitleController,androidx.media2.subtitle.SubtitleController,100.00%,1
android.support.constraint.solver.state.Reference,androidx.constraintlayout.solver.state.Reference,100.00%,1
android.support.constraint.solver.widgets.analyzer.BasicMeasure,androidx.constraintlayout.solver.widgets.analyzer.BasicMeasure,100.00%,1
android.support.test.orchestrator.Orchestrator,androidx.test.orchestrator.Orchestrator,100.00%,1
android.support.test.internal.runner.NonExecutingRunner,androidx.test.internal.runner.NonExecutingRunner,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.PatternCompiler,androidx.test.espresso.remote.internal.deps.guava.base.PatternCompiler,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MessageInfo,androidx.test.espresso.remote.internal.deps.protobuf.MessageInfo,100.00%,1
android.support.constraint.solver.state.helpers.GuidelineReference,androidx.constraintlayout.solver.state.helpers.GuidelineReference,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.PatternCompiler,androidx.test.espresso.web.internal.deps.guava.base.PatternCompiler,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.LongAddable,androidx.test.espresso.web.internal.deps.guava.cache.LongAddable,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.cache.Weigher,androidx.test.espresso.remote.internal.deps.guava.cache.Weigher,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.FutureCallback,androidx.camera.viewfinder.internal.utils.futures.FutureCallback,100.00%,0
android.support.constraint.solver.SolverVariableValues,androidx.constraintlayout.solver.SolverVariableValues,100.00%,1
android.support.constraint.solver.widgets.analyzer.WidgetGroup,androidx.constraintlayout.core.widgets.analyzer.WidgetGroup,100.00%,1
android.support.test.espresso.web.internal.deps.guava.collect.ForwardingObject,androidx.test.espresso.web.internal.deps.guava.collect.ForwardingObject,100.00%,1
android.support.test.orchestrator.listeners.OrchestrationResult,androidx.test.orchestrator.listeners.OrchestrationResult,100.00%,1
android.support.wearable.internal.aidl.BaseProxy,androidx.test.runner.internal.deps.aidl.BaseProxy,100.00%,1
android.support.test.espresso.core.internal.deps.guava.cache.RemovalNotification,androidx.test.espresso.core.internal.deps.guava.cache.RemovalNotification,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.primitives.Ints,androidx.test.espresso.remote.internal.deps.guava.primitives.Ints,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.ListeningExecutorService,androidx.test.espresso.web.internal.deps.guava.util.concurrent.ListeningExecutorService,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.RemovalListener,androidx.test.espresso.web.internal.deps.guava.cache.RemovalListener,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.GwtFuturesCatchingSpecialization,androidx.test.espresso.web.internal.deps.guava.util.concurrent.GwtFuturesCatchingSpecialization,100.00%,1
android.support.test.espresso.core.internal.deps.guava.primitives.Booleans,androidx.test.espresso.core.internal.deps.guava.primitives.Booleans,100.00%,1
